Suburb,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,CouncilArea,Regionname,Propertycount,Year
Brunswick,2,u,570000.0,S,5.2,3056.0,2.0,2.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,4,h,1330000.0,S,5.2,3056.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,4,h,2230000.0,S,5.2,3056.0,4.0,2.0,3.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,h,810000.0,PI,5.2,3056.0,3.0,2.0,3.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,u,764000.0,S,5.2,3056.0,2.0,2.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,h,1105000.0,S,5.2,3056.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,h,1260000.0,S,5.2,3056.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,t,955000.0,S,5.2,3056.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,1,t,895000.0,S,5.2,3056.0,1.0,1.0,0.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,h,1094000.0,S,5.2,3056.0,2.0,1.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,h,1135000.0,S,5.2,3056.0,3.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,u,501000.0,S,5.2,3056.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,h,1260000.0,S,5.2,3056.0,3.0,1.0,3.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,h,1276000.0,SP,5.2,3056.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,h,1650000.0,S,5.2,3056.0,3.0,1.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,h,1060000.0,S,5.2,3056.0,2.0,2.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,u,601000.0,S,5.2,3056.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,1,h,800000.0,PI,5.2,3056.0,1.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,h,1015000.0,S,5.2,3056.0,2.0,1.0,0.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,h,1410000.0,S,5.2,3056.0,3.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,h,1020000.0,S,5.2,3056.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,h,1510000.0,S,5.2,3056.0,3.0,1.0,0.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,2,t,801000.0,S,5.2,3056.0,2.0,2.0,1.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick,3,t,820000.0,SP,5.2,3056.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,11918.0,2017
Brunswick West,3,h,942000.0,S,5.9,3055.0,3.0,1.0,0.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,2,u,471000.0,S,5.9,3055.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,2,u,400500.0,SP,5.9,3055.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,3,t,797500.0,S,5.9,3055.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,2,u,385000.0,SP,5.9,3055.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,2,u,656000.0,S,5.9,3055.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,2,u,370000.0,S,5.9,3055.0,2.0,1.0,1.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,1,u,252000.0,PI,5.9,3055.0,1.0,1.0,1.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,3,h,1180000.0,S,5.9,3055.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,3,u,737000.0,S,5.9,3055.0,3.0,2.0,2.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Brunswick West,4,h,1700000.0,PI,5.9,3055.0,4.0,2.0,2.0,Moreland City Council,Northern Metropolitan,7082.0,2017
Bulleen,4,h,1303000.0,SP,11.8,3105.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Bulleen,5,h,1336000.0,S,11.8,3105.0,5.0,3.0,3.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Bulleen,3,u,787000.0,S,11.8,3105.0,3.0,1.0,2.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Bulleen,4,h,1280000.0,S,11.8,3105.0,4.0,1.0,2.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Bulleen,4,h,1300000.0,S,11.8,3105.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Bulleen,4,h,1250000.0,S,11.8,3105.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Bulleen,2,h,833000.0,S,11.8,3105.0,2.0,1.0,0.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Bulleen,4,h,1600000.0,S,11.8,3105.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,4480.0,2017
Burwood,5,h,1505000.0,S,11.7,3125.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,3,h,935000.0,S,11.7,3125.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,3,u,686000.0,PI,11.7,3125.0,3.0,1.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,3,h,1400000.0,S,11.7,3125.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,3,t,956000.0,S,11.7,3125.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,3,h,1468000.0,S,11.7,3125.0,3.0,1.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,2,u,650000.0,PI,11.7,3125.0,2.0,1.0,1.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,3,t,1145000.0,S,11.7,3125.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,5,h,1410000.0,PI,11.7,3125.0,5.0,2.0,1.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,4,t,902000.0,S,11.7,3125.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Burwood,3,t,1165000.0,S,11.7,3125.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,5678.0,2017
Camberwell,3,t,1175000.0,VB,7.8,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,5,h,2240000.0,S,7.8,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,h,1910000.0,PI,7.8,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,2,u,752000.0,S,7.8,3124.0,2.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,4,h,1946000.0,S,7.8,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,2,u,805000.0,PI,7.8,3124.0,2.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,4,h,2228000.0,S,7.8,3124.0,4.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,t,930000.0,S,7.8,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,2,u,590000.0,S,7.8,3124.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,h,1602500.0,S,7.8,3124.0,3.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,h,1865000.0,S,7.8,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,2,h,1470000.0,S,7.8,3124.0,2.0,1.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,5,h,2010000.0,S,7.8,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,2,u,820000.0,S,7.8,3124.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,h,2105000.0,S,7.8,3124.0,3.0,1.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,t,1625000.0,S,7.8,3124.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Camberwell,3,h,1750000.0,VB,7.8,3124.0,3.0,2.0,3.0,Boroondara City Council,Southern Metropolitan,8920.0,2017
Canterbury,4,t,1550000.0,PI,9.0,3126.0,4.0,2.0,4.0,Boroondara City Council,Southern Metropolitan,3265.0,2017
Canterbury,2,h,765000.0,S,9.0,3126.0,2.0,1.0,1.0,Boroondara City Council,Southern Metropolitan,3265.0,2017
Canterbury,3,u,2130000.0,S,9.0,3126.0,3.0,2.0,2.0,Boroondara City Council,Southern Metropolitan,3265.0,2017
Carlton North,3,h,1540000.0,S,3.2,3054.0,3.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carlton North,4,h,1425000.0,S,3.2,3054.0,4.0,3.0,0.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carlton North,2,h,1725000.0,S,3.2,3054.0,2.0,1.0,1.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carlton North,1,u,468000.0,S,3.2,3054.0,1.0,1.0,1.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carlton North,1,h,885000.0,S,3.2,3054.0,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carlton North,3,h,2050000.0,S,3.2,3054.0,3.0,2.0,0.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carlton North,4,u,1560000.0,S,3.2,3054.0,3.0,2.0,2.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carlton North,2,h,1678000.0,S,3.2,3054.0,2.0,2.0,2.0,Melbourne City Council,Northern Metropolitan,3106.0,2017
Carnegie,2,u,510000.0,S,11.4,3163.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,4,h,1647000.0,S,11.4,3163.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,1,u,255000.0,S,11.4,3163.0,1.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,h,890000.0,S,11.4,3163.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,1,u,346000.0,S,11.4,3163.0,1.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,3,t,860000.0,SP,11.4,3163.0,3.0,2.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,u,586000.0,S,11.4,3163.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,u,576800.0,SP,11.4,3163.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,u,465000.0,S,11.4,3163.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,u,757500.0,S,11.4,3163.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,3,h,1646000.0,S,11.4,3163.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,u,706000.0,S,11.4,3163.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,4,h,1450000.0,PI,11.4,3163.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,3,h,1287000.0,S,11.4,3163.0,3.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,u,650000.0,S,11.4,3163.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,u,601000.0,S,11.4,3163.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,4,h,1410000.0,PI,11.4,3163.0,4.0,3.0,3.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,4,t,1205000.0,S,11.4,3163.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,2,u,405000.0,PI,11.4,3163.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,4,h,1655000.0,PI,11.4,3163.0,4.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,3,h,1910000.0,S,11.4,3163.0,3.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,3,t,808000.0,S,11.4,3163.0,3.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Carnegie,3,h,1252000.0,S,11.4,3163.0,3.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,7822.0,2017
Caulfield,1,u,323000.0,S,8.9,3162.0,1.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,2379.0,2017
Caulfield,2,u,550000.0,VB,8.9,3162.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,2379.0,2017
Caulfield,4,h,131000.0,PI,8.9,3162.0,4.0,1.0,2.0,Glen Eira City Council,Southern Metropolitan,2379.0,2017
Caulfield North,2,u,580000.0,SP,8.1,3161.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,6923.0,2017
Caulfield North,2,u,450000.0,S,8.1,3161.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,6923.0,2017
Caulfield North,3,h,1870000.0,S,8.1,3161.0,3.0,2.0,1.0,Glen Eira City Council,Southern Metropolitan,6923.0,2017
Caulfield North,2,u,622000.0,PI,8.1,3161.0,2.0,2.0,1.0,Glen Eira City Council,Southern Metropolitan,6923.0,2017
Caulfield North,2,u,536000.0,S,8.1,3161.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,6923.0,2017
Caulfield North,2,u,576000.0,S,8.1,3161.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,6923.0,2017
Caulfield South,2,h,1065000.0,S,9.3,3162.0,2.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,5051.0,2017
Caulfield South,3,h,1200000.0,S,9.3,3162.0,3.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,5051.0,2017
Caulfield South,3,h,1570000.0,S,9.3,3162.0,3.0,1.0,2.0,Glen Eira City Council,Southern Metropolitan,5051.0,2017
Chadstone,3,h,1000000.0,VB,13.6,3148.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,3582.0,2017
Chadstone,2,h,644000.0,S,13.6,3148.0,2.0,2.0,2.0,Monash City Council,Southern Metropolitan,3582.0,2017
Chadstone,3,t,999000.0,S,13.6,3148.0,3.0,2.0,2.0,Monash City Council,Southern Metropolitan,3582.0,2017
Chadstone,4,t,1042500.0,S,13.6,3148.0,4.0,3.0,2.0,Monash City Council,Southern Metropolitan,3582.0,2017
Chadstone,3,h,1301000.0,S,13.6,3148.0,3.0,1.0,2.0,Monash City Council,Southern Metropolitan,3582.0,2017
Chadstone,4,h,1260000.0,S,13.6,3148.0,4.0,2.0,2.0,Monash City Council,Southern Metropolitan,3582.0,2017
Clifton Hill,2,h,880000.0,VB,3.4,3068.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,2954.0,2017
Clifton Hill,2,h,1450000.0,VB,3.4,3068.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,2954.0,2017
Clifton Hill,2,h,856000.0,S,3.4,3068.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,2954.0,2017
Clifton Hill,3,h,900000.0,S,3.4,3068.0,3.0,2.0,2.0,Yarra City Council,Northern Metropolitan,2954.0,2017
Clifton Hill,2,h,1430000.0,S,3.4,3068.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,2954.0,2017
Clifton Hill,4,h,1506000.0,S,3.4,3068.0,4.0,2.0,0.0,Yarra City Council,Northern Metropolitan,2954.0,2017
Coburg,3,h,1300000.0,S,7.8,3058.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,1010000.0,S,7.8,3058.0,3.0,2.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,1202000.0,S,7.8,3058.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,1370000.0,S,7.8,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,2,h,550000.0,S,7.8,3058.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,1000000.0,VB,7.8,3058.0,3.0,2.0,3.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,935500.0,S,7.8,3058.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,t,810000.0,S,7.8,3058.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,4,h,1136000.0,S,7.8,3058.0,4.0,3.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,2,t,635000.0,S,7.8,3058.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,u,782000.0,S,7.8,3058.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,1061000.0,S,7.8,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,4,h,1155000.0,S,7.8,3058.0,4.0,1.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,2,h,635000.0,S,7.8,3058.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,5,h,1020000.0,PI,7.8,3058.0,5.0,2.0,4.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,967000.0,S,7.8,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,1025000.0,VB,7.8,3058.0,3.0,1.0,3.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,700000.0,SP,7.8,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,1130000.0,S,7.8,3058.0,3.0,1.0,3.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,835000.0,SA,7.8,3058.0,3.0,1.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,4,h,1075000.0,S,7.8,3058.0,4.0,1.0,4.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,h,845000.0,S,7.8,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,3,t,600000.0,S,7.8,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,4,h,1461000.0,S,7.8,3058.0,4.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg,2,t,605000.0,PI,7.8,3058.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,11204.0,2017
Coburg North,3,t,631000.0,S,9.2,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,2,t,600000.0,S,9.2,3058.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,4,h,820000.0,SP,9.2,3058.0,4.0,1.0,3.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,3,h,715000.0,SP,9.2,3058.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,3,h,735000.0,SP,9.2,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,4,h,1180000.0,S,9.2,3058.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,3,h,782000.0,S,9.2,3058.0,3.0,1.0,3.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,3,h,745000.0,S,9.2,3058.0,3.0,1.0,3.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,2,u,520000.0,S,9.2,3058.0,2.0,2.0,2.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,2,u,532500.0,S,9.2,3058.0,2.0,1.0,1.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,3,h,750000.0,S,9.2,3058.0,3.0,2.0,2.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Coburg North,3,h,650000.0,SP,9.2,3058.0,3.0,1.0,1.0,Darebin City Council,Northern Metropolitan,3445.0,2017
Collingwood,2,h,1320000.0,S,1.6,3066.0,2.0,2.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,2,h,1430000.0,S,1.6,3066.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,3,t,1125000.0,SP,1.6,3066.0,3.0,2.0,2.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,3,u,950000.0,S,1.6,3066.0,3.0,2.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,2,u,910000.0,S,1.6,3066.0,2.0,1.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,1,u,452000.0,SP,1.6,3066.0,1.0,1.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,1,u,440000.0,VB,1.6,3066.0,1.0,1.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,2,h,1230000.0,S,1.6,3066.0,2.0,2.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,3,h,1470000.0,S,1.6,3066.0,3.0,2.0,0.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,2,h,670000.0,S,1.6,3066.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,1,u,430000.0,VB,1.6,3066.0,1.0,1.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,2,u,515000.0,S,1.6,3066.0,2.0,1.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Collingwood,2,u,800000.0,VB,1.6,3066.0,2.0,1.0,1.0,Yarra City Council,Northern Metropolitan,4553.0,2017
Doncaster,3,h,1100000.0,PI,13.9,3108.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,4,t,1231000.0,SP,13.9,3108.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,5,h,1535000.0,PI,13.9,3108.0,5.0,3.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,3,h,1125000.0,VB,13.9,3108.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,3,t,950000.0,S,13.9,3108.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,3,h,1300000.0,S,13.9,3108.0,3.0,1.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,4,t,985000.0,S,13.9,3108.0,4.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,3,h,1300000.0,S,13.9,3108.0,3.0,1.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,3,t,1102200.0,SP,13.9,3108.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,4,h,1401000.0,S,13.9,3108.0,4.0,3.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,4,h,1782000.0,S,13.9,3108.0,4.0,3.0,3.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Doncaster,4,h,1300000.0,PI,13.9,3108.0,3.0,2.0,2.0,Manningham City Council,Eastern Metropolitan,9028.0,2017
Elsternwick,3,h,2160000.0,S,8.5,3185.0,3.0,1.0,1.0,Glen Eira City Council,Southern Metropolitan,4898.0,2017
Elsternwick,2,u,800000.0,S,8.5,3185.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,4898.0,2017
Elsternwick,2,u,485000.0,S,8.5,3185.0,2.0,2.0,2.0,Glen Eira City Council,Southern Metropolitan,4898.0,2017
Elsternwick,3,h,1500000.0,VB,8.5,3185.0,3.0,2.0,0.0,Glen Eira City Council,Southern Metropolitan,4898.0,2017
Elwood,2,u,855000.0,S,7.7,3184.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,2,u,1050000.0,VB,7.7,3184.0,2.0,2.0,2.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,2,u,955000.0,S,7.7,3184.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,2,u,680000.0,PI,7.7,3184.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,3,h,1911000.0,S,7.7,3184.0,3.0,1.0,2.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,3,h,1238000.0,S,7.7,3184.0,3.0,2.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,2,u,640000.0,S,7.7,3184.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,2,u,510000.0,PI,7.7,3184.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,1,u,369000.0,S,7.7,3184.0,1.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,2,u,525500.0,SP,7.7,3184.0,2.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,3,h,1561000.0,S,7.7,3184.0,3.0,2.0,0.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
Elwood,1,u,390000.0,VB,7.7,3184.0,1.0,1.0,1.0,Port Phillip City Council,Southern Metropolitan,8989.0,2017
